type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,30,1,356.384,0
Stimulus,40,1,363.314,0
Stimulus,50,1,387.446,0
Stimulus,190,1,395.008,0
Stimulus,20,1,401.744,0
Stimulus,160,1,413.814,0
Stimulus,20,1,423.354,0
Stimulus,150,1,445.326,0
Stimulus,100,1,470.366,0
Stimulus,50,1,481.852,0
Stimulus,150,1,490.756,0
Stimulus,10,1,490.756,0
Stimulus,30,1,499.628,0
Stimulus,40,1,510.88,0
Stimulus,50,1,516.13,0
Stimulus,150,1,525.156,0
Stimulus,100,1,532.464,0
Stimulus,50,1,535.616,0
Stimulus,160,1,550.518,0
Stimulus,20,1,559.838,0
Stimulus,150,1,561.92,0
Stimulus,10,1,561.922,0
Stimulus,30,1,565.362,0
Stimulus,40,1,567.796,0
Stimulus,50,1,572.212,0
Stimulus,150,1,579.142,0
Stimulus,100,1,584.696,0
Stimulus,50,1,588.946,0
Stimulus,150,1,593.376,0
Stimulus,10,1,593.378,0
Stimulus,30,1,596.57,0
Stimulus,40,1,600.17,0
Stimulus,50,1,602.532,0
Stimulus,160,1,607.432,0
Stimulus,20,1,609.434,0
Stimulus,150,1,611.378,0
Stimulus,100,1,616.724,0
Stimulus,50,1,622.17,0
Stimulus,150,1,625.156,0
Stimulus,10,1,625.156,0
Stimulus,30,1,627.86,0
Stimulus,40,1,629.53,0
Stimulus,50,1,632.17,0
Stimulus,150,1,639.458,0
Stimulus,100,1,644.654,0
Stimulus,50,1,646.696,0
Stimulus,150,1,649.946,0
Stimulus,10,1,649.946,0
Stimulus,30,1,653.112,0
Stimulus,40,1,655.404,0
Stimulus,50,1,656.918,0
Stimulus,150,1,661.778,0
Stimulus,100,1,664.82,0
Stimulus,50,1,666.432,0
Stimulus,150,1,671.154,0
Stimulus,10,1,671.154,0
Stimulus,30,1,764.816,0
Stimulus,40,1,767.86,0
Stimulus,60,1,771.678,0
Stimulus,0,1,781.442,0
Stimulus,0,1,787.942,0
Stimulus,0,1,789.998,0
Stimulus,0,1,793.484,0
Stimulus,10,1,793.486,0
Stimulus,200,1,812.996,0
Stimulus,210,1,828.08,0
Stimulus,32,1,836.55,0
Stimulus,42,1,842.346,0
Stimulus,102,1,844.816,0
Stimulus,52,1,849.662,0
Stimulus,152,1,859.206,0
Stimulus,152,1,868.664,0
Stimulus,52,1,873.412,0
Stimulus,12,1,873.412,0
Stimulus,32,1,879.3,0
Stimulus,42,1,881.926,0
Stimulus,102,1,884.246,0
Stimulus,52,1,887.232,0
Stimulus,162,1,893.828,0
Stimulus,22,1,897.746,0
Stimulus,152,1,899.19,0
Stimulus,152,1,906.468,0
Stimulus,52,1,914.704,0
Stimulus,12,1,914.704,0
Stimulus,32,1,920.826,0
Stimulus,42,1,923.134,0
Stimulus,102,1,924.968,0
Stimulus,52,1,928.05,0
Stimulus,152,1,932.426,0
Stimulus,72,1,937.454,0
Stimulus,22,1,943.3,0
Stimulus,152,1,948.842,0
Stimulus,52,1,955.244,0
Stimulus,12,1,955.246,0
Stimulus,32,1,960.618,0
Stimulus,42,1,962.286,0
Stimulus,102,1,963.994,0
Stimulus,62,1,967.3,0
Stimulus,22,1,969.84,0
Stimulus,52,1,971.938,0
Stimulus,152,1,976.772,0
Stimulus,62,1,979.048,0
Stimulus,22,1,989.022,0
Stimulus,152,1,994.632,0
Stimulus,52,1,997.368,0
Stimulus,12,1,997.368,0
Stimulus,32,1,1001.992,0
Stimulus,42,1,1004.52,0
Stimulus,102,1,1006.728,0
Stimulus,52,1,1010.84,0
Stimulus,152,1,1014.368,0
Stimulus,152,1,1019.45,0
Stimulus,52,1,1021.672,0
Stimulus,12,1,1021.674,0
Stimulus,32,1,1024.532,0
Stimulus,42,1,1026.16,0
Stimulus,102,1,1027.798,0
Stimulus,52,1,1030.812,0
Stimulus,152,1,1037.826,0
Stimulus,152,1,1042.95,0
Stimulus,52,1,1044.812,0
Stimulus,12,1,1044.812,0
Stimulus,32,1,1137.642,0
Stimulus,42,1,1140.754,0
Stimulus,112,1,1142.6,0
Stimulus,72,1,1145.74,0
Stimulus,2,1,1152.53,0
Stimulus,2,1,1158.6,0
Stimulus,2,1,1161.072,0
Stimulus,12,1,1161.074,0
Stimulus,200,1,1183.808,0
Stimulus,210,1,1190.3,0
Stimulus,36,1,1192.3,0
Stimulus,46,1,1198.342,0
Stimulus,56,1,1218.72,0
Stimulus,116,1,1232.788,0
Stimulus,26,1,1238.48,0
Stimulus,106,1,1242.118,0
Stimulus,56,1,1259.438,0
Stimulus,106,1,1278.55,0
Stimulus,156,1,1292.466,0
Stimulus,16,1,1292.468,0
Stimulus,36,1,1299.644,0
Stimulus,46,1,1301.562,0
Stimulus,56,1,1305.77,0
Stimulus,106,1,1315.994,0
Stimulus,56,1,1329.602,0
Stimulus,106,1,1337.854,0
Stimulus,116,1,1348.464,0
Stimulus,26,1,1353.228,0
Stimulus,156,1,1359.436,0
Stimulus,16,1,1359.438,0
Stimulus,36,1,1362.502,0
Stimulus,46,1,1366.02,0
Stimulus,56,1,1369.116,0
Stimulus,106,1,1382.408,0
Stimulus,56,1,1392.962,0
Stimulus,116,1,1400.214,0
Stimulus,26,1,1403.656,0
Stimulus,106,1,1405.074,0
Stimulus,156,1,1411.504,0
Stimulus,16,1,1411.506,0
Stimulus,36,1,1414.752,0
Stimulus,46,1,1415.754,0
Stimulus,56,1,1418.392,0
Stimulus,106,1,1428.31,0
Stimulus,56,1,1431.92,0
Stimulus,106,1,1434.768,0
Stimulus,156,1,1439.254,0
Stimulus,16,1,1439.256,0
Stimulus,36,1,1442.238,0
Stimulus,46,1,1444.768,0
Stimulus,56,1,1447.004,0
Stimulus,106,1,1452.018,0
Stimulus,56,1,1454.808,0
Stimulus,106,1,1456.89,0
Stimulus,156,1,1460.088,0
Stimulus,16,1,1460.088,0
Stimulus,36,1,1463.098,0
Stimulus,46,1,1464.114,0
Stimulus,56,1,1466.364,0
Stimulus,106,1,1470.004,0
Stimulus,56,1,1471.724,0
Stimulus,106,1,1473.5,0
Stimulus,156,1,1476.53,0
Stimulus,16,1,1476.532,0
Stimulus,36,1,1569.61,0
Stimulus,46,1,1570.752,0
Stimulus,6,1,1573.236,0
Stimulus,136,1,1576.694,0
Stimulus,6,1,1580.39,0
Stimulus,6,1,1582.708,0
Stimulus,6,1,1586.514,0
Stimulus,16,1,1586.516,0
Stimulus,200,1,1603.664,0
Stimulus,210,1,1618.816,0
Stimulus,33,1,1677.536,0
Stimulus,43,1,1680.346,0
Stimulus,113,1,1684.76,0
Stimulus,23,1,1688.136,0
Stimulus,113,1,1689.65,0
Stimulus,23,1,1697.026,0
Stimulus,103,1,1701.846,0
Stimulus,53,1,1708.774,0
Stimulus,103,1,1718.094,0
Stimulus,53,1,1724.398,0
Stimulus,153,1,1728.76,0
Stimulus,13,1,1728.762,0
Stimulus,33,1,1732.87,0
Stimulus,43,1,1734.232,0
Stimulus,113,1,1737.274,0
Stimulus,23,1,1739.134,0
Stimulus,113,1,1741.036,0
Stimulus,23,1,1745.69,0
Stimulus,113,1,1750.33,0
Stimulus,23,1,1754.664,0
Stimulus,113,1,1757.688,0
Stimulus,23,1,1763.454,0
Stimulus,103,1,1765.314,0
Stimulus,53,1,1771.552,0
Stimulus,103,1,1778.052,0
Stimulus,53,1,1782.216,0
Stimulus,163,1,1786.12,0
Stimulus,23,1,1788.286,0
Stimulus,153,1,1791.482,0
Stimulus,13,1,1791.482,0
Stimulus,33,1,1794.298,0
Stimulus,43,1,1796.37,0
Stimulus,103,1,1801.508,0
Stimulus,53,1,1807.204,0
Stimulus,103,1,1814.37,0
Stimulus,53,1,1821.134,0
Stimulus,153,1,1824.868,0
Stimulus,13,1,1824.87,0
Stimulus,33,1,1827.95,0
Stimulus,43,1,1830.452,0
Stimulus,103,1,1834.938,0
Stimulus,53,1,1839.966,0
Stimulus,113,1,1846.618,0
Stimulus,23,1,1849.104,0
Stimulus,103,1,1850.8,0
Stimulus,53,1,1855.452,0
Stimulus,153,1,1859.19,0
Stimulus,13,1,1859.19,0
Stimulus,33,1,1861.978,0
Stimulus,43,1,1863.604,0
Stimulus,103,1,1868.508,0
Stimulus,53,1,1872.992,0
Stimulus,103,1,1878.966,0
Stimulus,53,1,1883.784,0
Stimulus,153,1,1887.744,0
Stimulus,13,1,1887.744,0
Stimulus,33,1,1890.518,0
Stimulus,43,1,1890.922,0
Stimulus,103,1,1896.812,0
Stimulus,53,1,1901.702,0
Stimulus,103,1,1905.438,0
Stimulus,53,1,1909.59,0
Stimulus,153,1,1912.674,0
Stimulus,13,1,1912.674,0
Stimulus,33,1,2005.724,0
Stimulus,43,1,2006.808,0
Stimulus,3,1,2010.726,0
Stimulus,63,1,2016.128,0
Stimulus,3,1,2019.254,0
Stimulus,3,1,2024.1,0
Stimulus,3,1,2026.614,0
Stimulus,13,1,2026.616,0
Stimulus,200,1,2045.222,0
Stimulus,210,1,2060.32,0
Stimulus,34,1,2062.986,0
Stimulus,44,1,2065.738,0
Stimulus,104,1,2077.072,0
Stimulus,104,1,2088.308,0
Stimulus,54,1,2098.932,0
Stimulus,154,1,2110.488,0
Stimulus,54,1,2121.528,0
Stimulus,14,1,2121.53,0
Stimulus,34,1,2125.068,0
Stimulus,44,1,2127.278,0
Stimulus,104,1,2129.292,0
Stimulus,104,1,2140.722,0
Stimulus,54,1,2145.694,0
Stimulus,154,1,2151.5,0
Stimulus,54,1,2157.472,0
Stimulus,14,1,2157.474,0
Stimulus,34,1,2160.72,0
Stimulus,44,1,2162.764,0
Stimulus,104,1,2164.528,0
Stimulus,104,1,2170.972,0
Stimulus,64,1,2173.888,0
Stimulus,24,1,2176.374,0
Stimulus,54,1,2177.748,0
Stimulus,154,1,2180.014,0
Stimulus,54,1,2182.722,0
Stimulus,14,1,2182.722,0
