type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,,1,186.336,0
Stimulus,35,1,401.084,0
Stimulus,45,1,423.846,0
Stimulus,65,1,435.79,0
Stimulus,25,1,455.732,0
Stimulus,55,1,461.398,0
Stimulus,155,1,473.054,0
Stimulus,105,1,479.87,0
Stimulus,55,1,485.62,0
Stimulus,155,1,491.788,0
Stimulus,15,1,491.79,0
Stimulus,35,1,498.452,0
Stimulus,45,1,508.038,0
Stimulus,55,1,511.05,0
Stimulus,155,1,515.564,0
Stimulus,105,1,519.192,0
Stimulus,55,1,522.522,0
Stimulus,125,1,537.48,0
Stimulus,25,1,543.092,0
Stimulus,155,1,547.064,0
Stimulus,15,1,547.066,0
Stimulus,35,1,550.326,0
Stimulus,45,1,562.882,0
Stimulus,55,1,564.838,0
Stimulus,155,1,569.842,0
Stimulus,105,1,575.798,0
Stimulus,65,1,579.826,0
Stimulus,25,1,583.646,0
Stimulus,55,1,585.742,0
Stimulus,155,1,590.424,0
Stimulus,15,1,590.424,0
Stimulus,35,1,593.714,0
Stimulus,45,1,603.756,0
Stimulus,55,1,605.784,0
Stimulus,155,1,609.37,0
Stimulus,105,1,614.616,0
Stimulus,55,1,618.838,0
Stimulus,155,1,621.464,0
Stimulus,15,1,621.464,0
Stimulus,35,1,624.906,0
Stimulus,45,1,635.616,0
Stimulus,55,1,637.616,0
Stimulus,155,1,642.366,0
Stimulus,105,1,645.116,0
Stimulus,55,1,646.81,0
Stimulus,155,1,648.588,0
Stimulus,15,1,648.59,0
Stimulus,35,1,651.434,0
Stimulus,45,1,655.352,0
Stimulus,55,1,657.338,0
Stimulus,155,1,660.462,0
Stimulus,105,1,662.752,0
Stimulus,55,1,664.086,0
