type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,30,1,416.556,0
Stimulus,40,1,423.474,0
Stimulus,90,1,438.296,0
Stimulus,20,1,441.36,0
Stimulus,60,1,492.22,0
Stimulus,20,1,499.888,0
Stimulus,50,1,506.048,0
Stimulus,150,1,522.026,0
Stimulus,110,1,535.608,0
Stimulus,20,1,537.69,0
Stimulus,100,1,544.678,0
Stimulus,60,1,556.442,0
Stimulus,20,1,559.136,0
Stimulus,50,1,564.012,0
Stimulus,150,1,575.372,0
Stimulus,10,1,575.374,0
Stimulus,30,1,579.426,0
Stimulus,40,1,582.01,0
Stimulus,50,1,589.078,0
Stimulus,150,1,594.9,0
Stimulus,100,1,601.44,0
Stimulus,50,1,606.428,0
Stimulus,110,1,621.204,0
Stimulus,20,1,631.938,0
Stimulus,150,1,637.024,0
Stimulus,10,1,637.024,0
Stimulus,30,1,641.59,0
Stimulus,40,1,649.912,0
Stimulus,50,1,653.48,0
Stimulus,150,1,659.162,0
Stimulus,100,1,664.774,0
Stimulus,60,1,669.05,0
Stimulus,20,1,671.606,0
Stimulus,50,1,673.744,0
Stimulus,120,1,683.772,0
Stimulus,20,1,687.728,0
Stimulus,160,1,689.466,0
Stimulus,20,1,691.98,0
Stimulus,150,1,695.202,0
Stimulus,10,1,695.204,0
Stimulus,30,1,699.618,0
Stimulus,40,1,708.854,0
Stimulus,50,1,715.59,0
Stimulus,150,1,721.09,0
Stimulus,70,1,728.466,0
Stimulus,20,1,733.952,0
Stimulus,100,1,738.286,0
Stimulus,70,1,746.298,0
Stimulus,20,1,751.7,0
Stimulus,50,1,753.88,0
Stimulus,150,1,794.49,0
Stimulus,10,1,794.492,0
Stimulus,30,1,798.42,0
Stimulus,40,1,803.728,0
Stimulus,50,1,806.156,0
Stimulus,120,1,817.28,0
Stimulus,20,1,824.49,0
Stimulus,150,1,829.796,0
Stimulus,70,1,839.158,0
Stimulus,20,1,842.794,0
Stimulus,100,1,847.558,0
Stimulus,50,1,857.086,0
Stimulus,150,1,865.17,0
Stimulus,10,1,865.172,0
Stimulus,30,1,869.196,0
Stimulus,40,1,881.42,0
Stimulus,50,1,885.876,0
Stimulus,120,1,896.976,0
Stimulus,20,1,900.434,0
Stimulus,150,1,904.544,0
Stimulus,70,1,927.308,0
Stimulus,20,1,930.404,0
Stimulus,100,1,933.28,0
Stimulus,50,1,939.154,0
Stimulus,150,1,946.502,0
Stimulus,10,1,946.502,0
Stimulus,30,1,1040.384,0
Stimulus,40,1,1045.998,0
Stimulus,0,1,1050.526,0
Stimulus,0,1,1057.108,0
Stimulus,0,1,1063.928,0
Stimulus,0,1,1068.108,0
Stimulus,0,1,1071.47,0
Stimulus,10,1,1071.472,0
Stimulus,200,1,1096.398,0
Stimulus,210,1,1111.482,0
Stimulus,34,1,1121.272,0
Stimulus,44,1,1132.12,0
Stimulus,104,1,1151.484,0
Stimulus,54,1,1162.982,0
Stimulus,154,1,1175.496,0
Stimulus,154,1,1186.494,0
Stimulus,54,1,1201.328,0
Stimulus,14,1,1201.328,0
Stimulus,34,1,1204.604,0
Stimulus,44,1,1216.078,0
Stimulus,104,1,1219.576,0
Stimulus,54,1,1227.716,0
Stimulus,154,1,1239.23,0
Stimulus,154,1,1243.258,0
Stimulus,64,1,1249.424,0
Stimulus,24,1,1253.006,0
Stimulus,54,1,1254.284,0
Stimulus,14,1,1254.286,0
Stimulus,34,1,1257.63,0
Stimulus,44,1,1269.228,0
Stimulus,114,1,1272.518,0
Stimulus,24,1,1275.256,0
Stimulus,104,1,1277.576,0
Stimulus,54,1,1286.422,0
Stimulus,154,1,1290.464,0
Stimulus,74,1,1307.09,0
Stimulus,24,1,1312.992,0
Stimulus,154,1,1316.798,0
Stimulus,54,1,1324.13,0
Stimulus,14,1,1324.132,0
Stimulus,34,1,1327.67,0
Stimulus,44,1,1339.324,0
Stimulus,104,1,1351.518,0
Stimulus,54,1,1363.296,0
Stimulus,154,1,1370.838,0
Stimulus,154,1,1374.754,0
Stimulus,54,1,1378.24,0
Stimulus,14,1,1378.242,0
Stimulus,34,1,1380.89,0
Stimulus,44,1,1391.142,0
Stimulus,104,1,1400.474,0
Stimulus,64,1,1406.002,0
Stimulus,24,1,1408.822,0
Stimulus,64,1,1416.266,0
Stimulus,24,1,1418.906,0
Stimulus,54,1,1421.03,0
Stimulus,154,1,1426.974,0
Stimulus,154,1,1430.404,0
Stimulus,54,1,1432.808,0
Stimulus,14,1,1432.808,0
Stimulus,34,1,1435.654,0
Stimulus,44,1,1446.516,0
Stimulus,104,1,1448.862,0
Stimulus,54,1,1451.46,0
Stimulus,154,1,1455.904,0
Stimulus,154,1,1458.35,0
Stimulus,54,1,1461.072,0
Stimulus,14,1,1461.072,0
Stimulus,34,1,1553.79,0
Stimulus,44,1,1557.708,0
Stimulus,114,1,1563.456,0
Stimulus,4,1,1568.372,0
Stimulus,4,1,1571.692,0
Stimulus,4,1,1576.428,0
Stimulus,4,1,1578.61,0
Stimulus,14,1,1578.612,0
Stimulus,200,1,1606.594,0
Stimulus,210,1,1621.704,0
Stimulus,33,1,1623.94,0
Stimulus,43,1,1657.942,0
Stimulus,53,1,1665.706,0
Stimulus,103,1,1673.538,0
Stimulus,53,1,1679.148,0
Stimulus,103,1,1685.26,0
Stimulus,153,1,1692.914,0
Stimulus,13,1,1692.914,0
Stimulus,33,1,1696.562,0
Stimulus,43,1,1707.106,0
Stimulus,53,1,1713.786,0
Stimulus,113,1,1719.592,0
Stimulus,23,1,1723.176,0
Stimulus,103,1,1726.814,0
Stimulus,53,1,1736.216,0
Stimulus,103,1,1741.94,0
Stimulus,163,1,1753.592,0
Stimulus,23,1,1756.55,0
Stimulus,153,1,1759.036,0
Stimulus,13,1,1759.038,0
Stimulus,33,1,1761.77,0
Stimulus,43,1,1772.924,0
Stimulus,53,1,1776.522,0
Stimulus,103,1,1781.188,0
Stimulus,93,1,1784.284,0
Stimulus,23,1,1786.966,0
Stimulus,53,1,1798.478,0
Stimulus,173,1,1812.632,0
Stimulus,23,1,1815.354,0
Stimulus,103,1,1819.368,0
Stimulus,163,1,1824.242,0
Stimulus,23,1,1830.616,0
Stimulus,153,1,1833.214,0
Stimulus,13,1,1833.216,0
Stimulus,33,1,1836.572,0
Stimulus,43,1,1847.728,0
Stimulus,53,1,1850.866,0
Stimulus,103,1,1854.95,0
Stimulus,53,1,1861.894,0
Stimulus,103,1,1865.686,0
Stimulus,153,1,1872.214,0
Stimulus,13,1,1872.214,0
Stimulus,33,1,1875.406,0
Stimulus,43,1,1885.908,0
Stimulus,53,1,1889.754,0
Stimulus,103,1,1894.42,0
Stimulus,53,1,1901.13,0
Stimulus,103,1,1904.616,0
Stimulus,153,1,1910.504,0
Stimulus,13,1,1910.506,0
Stimulus,33,1,1913.474,0
Stimulus,43,1,1924.434,0
Stimulus,53,1,1926.516,0
Stimulus,103,1,1929.586,0
Stimulus,53,1,1933.544,0
Stimulus,103,1,1936.156,0
Stimulus,153,1,1939.976,0
Stimulus,13,1,1939.978,0
Stimulus,33,1,2033.194,0
Stimulus,43,1,2036.306,0
Stimulus,3,1,2042.332,0
Stimulus,133,1,2047.792,0
Stimulus,3,1,2050.986,0
Stimulus,3,1,2054.958,0
Stimulus,3,1,2060.722,0
Stimulus,13,1,2060.724,0
Stimulus,200,1,2088.29,0
Stimulus,210,1,2103.428,0
Stimulus,32,1,2106.9,0
Stimulus,42,1,2156.788,0
Stimulus,102,1,2233.22,0
Stimulus,52,1,2237.384,0
Stimulus,102,1,2244.286,0
Stimulus,52,1,2253.55,0
Stimulus,152,1,2263.064,0
Stimulus,12,1,2263.066,0
Stimulus,32,1,2266.006,0
Stimulus,42,1,2276.202,0
Stimulus,102,1,2281.536,0
Stimulus,52,1,2285.646,0
Stimulus,102,1,2290.55,0
Stimulus,52,1,2293.3,0
Stimulus,152,1,2297.882,0
Stimulus,12,1,2297.882,0
Stimulus,32,1,2301.894,0
Stimulus,42,1,2312.882,0
Stimulus,102,1,2315.952,0
Stimulus,52,1,2318.394,0
Stimulus,102,1,2325.342,0
Stimulus,52,1,2328.116,0
Stimulus,152,1,2330.16,0
Stimulus,12,1,2330.16,0
Stimulus,32,1,2332.798,0
Stimulus,42,1,2345.272,0
Stimulus,112,1,2347.604,0
Stimulus,22,1,2350.576,0
Stimulus,102,1,2352.784,0
Stimulus,52,1,2355.186,0
Stimulus,112,1,2359.854,0
Stimulus,22,1,2363.368,0
Stimulus,102,1,2365.102,0
Stimulus,122,1,2373.796,0
Stimulus,22,1,2377.186,0
Stimulus,52,1,2379.978,0
Stimulus,152,1,2385.366,0
Stimulus,12,1,2385.368,0
Stimulus,32,1,2387.754,0
Stimulus,42,1,2399.09,0
Stimulus,102,1,2401.158,0
Stimulus,52,1,2403.2,0
Stimulus,112,1,2406.908,0
Stimulus,22,1,2410.156,0
Stimulus,102,1,2412.116,0
Stimulus,52,1,2415.422,0
Stimulus,152,1,2417.824,0
Stimulus,12,1,2417.824,0
Stimulus,32,1,2420.17,0
Stimulus,42,1,2431.838,0
Stimulus,102,1,2434.114,0
Stimulus,52,1,2436.684,0
Stimulus,112,1,2439.448,0
Stimulus,22,1,2441.518,0
Stimulus,102,1,2442.99,0
Stimulus,52,1,2444.892,0
Stimulus,152,1,2447.546,0
Stimulus,12,1,2447.546,0
Stimulus,32,1,2540.18,0
Stimulus,42,1,2541.028,0
Stimulus,72,1,2545.208,0
Stimulus,122,1,2550.666,0
Stimulus,2,1,2560.14,0
Stimulus,2,1,2565.126,0
Stimulus,2,1,2567.75,0
Stimulus,12,1,2567.752,0
Stimulus,200,1,2586.694,0
Stimulus,210,1,2601.804,0
Stimulus,36,1,2612.302,0
Stimulus,46,1,2623.36,0
Stimulus,106,1,2634.598,0
Stimulus,106,1,2648.596,0
Stimulus,56,1,2660.708,0
