type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,30,1,397.076,0
Stimulus,40,1,456.7,0
Stimulus,50,1,489.652,0
Stimulus,160,1,511.212,0
Stimulus,20,1,514.726,0
Stimulus,160,1,526.902,0
Stimulus,20,1,528.338,0
Stimulus,150,1,535.99,0
Stimulus,110,1,557.086,0
Stimulus,20,1,562.226,0
Stimulus,110,1,565.656,0
Stimulus,20,1,571.642,0
Stimulus,100,1,579.474,0
Stimulus,90,1,591.92,0
Stimulus,20,1,594.184,0
Stimulus,90,1,597.072,0
Stimulus,20,1,600.03,0
Stimulus,50,1,605.21,0
Stimulus,150,1,622.794,0
Stimulus,10,1,622.794,0
Stimulus,30,1,626.93,0
Stimulus,40,1,637.724,0
Stimulus,50,1,646.832,0
Stimulus,150,1,657.39,0
Stimulus,100,1,667.0,0
Stimulus,50,1,676.736,0
Stimulus,110,1,692.916,0
Stimulus,20,1,703.264,0
Stimulus,150,1,713.902,0
Stimulus,10,1,713.904,0
Stimulus,30,1,720.01,0
Stimulus,40,1,729.582,0
Stimulus,50,1,731.832,0
Stimulus,160,1,738.206,0
Stimulus,20,1,745.79,0
Stimulus,150,1,750.01,0
Stimulus,100,1,758.428,0
Stimulus,50,1,768.026,0
Stimulus,150,1,775.178,0
Stimulus,10,1,775.178,0
Stimulus,30,1,778.924,0
Stimulus,40,1,782.302,0
Stimulus,50,1,788.44,0
Stimulus,150,1,799.678,0
Stimulus,110,1,805.608,0
Stimulus,20,1,811.262,0
Stimulus,100,1,813.176,0
Stimulus,60,1,820.856,0
Stimulus,20,1,824.454,0
Stimulus,50,1,826.58,0
Stimulus,150,1,831.884,0
Stimulus,10,1,831.886,0
Stimulus,30,1,839.078,0
Stimulus,40,1,844.328,0
Stimulus,50,1,845.898,0
Stimulus,190,1,847.176,0
Stimulus,20,1,849.106,0
Stimulus,150,1,852.148,0
Stimulus,100,1,855.688,0
Stimulus,50,1,859.564,0
Stimulus,120,1,863.926,0
Stimulus,20,1,870.092,0
Stimulus,150,1,873.772,0
Stimulus,10,1,873.774,0
Stimulus,30,1,876.52,0
Stimulus,40,1,878.286,0
Stimulus,50,1,879.674,0
Stimulus,150,1,884.592,0
Stimulus,110,1,888.758,0
Stimulus,20,1,892.064,0
Stimulus,100,1,893.396,0
Stimulus,50,1,897.104,0
Stimulus,150,1,899.856,0
Stimulus,10,1,899.856,0
Stimulus,30,1,993.378,0
Stimulus,40,1,1009.712,0
Stimulus,0,1,1026.392,0
Stimulus,0,1,1031.864,0
Stimulus,110,1,1043.974,0
Stimulus,60,1,1048.322,0
Stimulus,170,1,1051.808,0
Stimulus,10,1,1051.81,0
Stimulus,200,1,1075.182,0
Stimulus,210,1,1090.316,0
Stimulus,34,1,1103.582,0
Stimulus,44,1,1131.89,0
Stimulus,104,1,1147.974,0
Stimulus,54,1,1162.234,0
Stimulus,164,1,1178.304,0
Stimulus,24,1,1183.638,0
Stimulus,154,1,1192.388,0
Stimulus,154,1,1206.79,0
Stimulus,54,1,1219.58,0
Stimulus,14,1,1219.582,0
Stimulus,34,1,1224.496,0
Stimulus,44,1,1237.83,0
Stimulus,104,1,1243.206,0
Stimulus,54,1,1245.496,0
Stimulus,154,1,1260.122,0
Stimulus,154,1,1279.816,0
Stimulus,64,1,1289.538,0
Stimulus,24,1,1292.788,0
Stimulus,54,1,1294.342,0
Stimulus,14,1,1294.344,0
Stimulus,34,1,1302.758,0
Stimulus,44,1,1306.578,0
Stimulus,104,1,1308.216,0
Stimulus,54,1,1310.814,0
Stimulus,154,1,1315.078,0
Stimulus,164,1,1328.606,0
Stimulus,24,1,1332.73,0
Stimulus,164,1,1333.938,0
Stimulus,24,1,1337.036,0
Stimulus,154,1,1340.188,0
Stimulus,124,1,1347.368,0
Stimulus,24,1,1350.3,0
Stimulus,54,1,1352.368,0
Stimulus,14,1,1352.37,0
Stimulus,34,1,1355.018,0
Stimulus,44,1,1367.132,0
Stimulus,104,1,1368.798,0
Stimulus,54,1,1371.298,0
Stimulus,154,1,1375.548,0
Stimulus,154,1,1386.34,0
Stimulus,54,1,1389.422,0
Stimulus,14,1,1389.424,0
Stimulus,34,1,1391.962,0
Stimulus,44,1,1394.73,0
Stimulus,104,1,1397.854,0
Stimulus,64,1,1402.422,0
Stimulus,24,1,1404.492,0
Stimulus,54,1,1405.922,0
Stimulus,154,1,1410.23,0
Stimulus,164,1,1413.324,0
Stimulus,24,1,1414.992,0
Stimulus,154,1,1416.504,0
Stimulus,54,1,1418.672,0
Stimulus,14,1,1418.672,0
Stimulus,34,1,1420.892,0
Stimulus,44,1,1421.562,0
Stimulus,104,1,1424.006,0
Stimulus,64,1,1425.658,0
Stimulus,24,1,1427.978,0
Stimulus,54,1,1429.686,0
Stimulus,154,1,1434.326,0
Stimulus,154,1,1437.922,0
Stimulus,54,1,1439.782,0
Stimulus,14,1,1439.782,0
Stimulus,34,1,1532.638,0
Stimulus,44,1,1533.348,0
Stimulus,4,1,1539.528,0
Stimulus,4,1,1543.958,0
Stimulus,164,1,1548.75,0
Stimulus,164,1,1551.764,0
Stimulus,74,1,1556.306,0
Stimulus,14,1,1556.308,0
Stimulus,200,1,1586.656,0
Stimulus,210,1,1601.78,0
Stimulus,32,1,1611.094,0
Stimulus,42,1,1621.638,0
Stimulus,52,1,1624.126,0
Stimulus,102,1,1628.554,0
Stimulus,52,1,1633.014,0
Stimulus,112,1,1636.916,0
Stimulus,22,1,1638.568,0
Stimulus,112,1,1639.886,0
Stimulus,22,1,1645.346,0
Stimulus,102,1,1646.666,0
Stimulus,152,1,1658.29,0
Stimulus,12,1,1658.29,0
Stimulus,32,1,1666.342,0
Stimulus,42,1,1677.304,0
Stimulus,52,1,1679.206,0
Stimulus,102,1,1682.274,0
Stimulus,52,1,1684.428,0
Stimulus,102,1,1690.456,0
Stimulus,162,1,1699.678,0
Stimulus,22,1,1705.414,0
Stimulus,152,1,1707.982,0
Stimulus,12,1,1707.984,0
Stimulus,32,1,1713.842,0
Stimulus,42,1,1715.774,0
Stimulus,52,1,1717.772,0
Stimulus,102,1,1722.636,0
Stimulus,52,1,1728.232,0
Stimulus,102,1,1735.65,0
Stimulus,152,1,1739.066,0
Stimulus,12,1,1739.066,0
Stimulus,32,1,1741.812,0
Stimulus,42,1,1745.454,0
Stimulus,52,1,1747.19,0
Stimulus,102,1,1750.176,0
Stimulus,52,1,1754.134,0
Stimulus,102,1,1756.884,0
Stimulus,152,1,1760.342,0
Stimulus,12,1,1760.344,0
Stimulus,32,1,1763.05,0
Stimulus,42,1,1763.174,0
Stimulus,52,1,1764.632,0
Stimulus,102,1,1767.494,0
Stimulus,52,1,1769.912,0
Stimulus,102,1,1776.204,0
Stimulus,152,1,1782.342,0
Stimulus,12,1,1782.342,0
Stimulus,32,1,1785.118,0
Stimulus,42,1,1785.312,0
Stimulus,52,1,1786.73,0
Stimulus,102,1,1789.16,0
Stimulus,52,1,1790.66,0
Stimulus,102,1,1795.452,0
Stimulus,162,1,1799.87,0
Stimulus,22,1,1801.562,0
Stimulus,152,1,1804.216,0
Stimulus,12,1,1804.218,0
Stimulus,32,1,1897.016,0
Stimulus,42,1,1898.034,0
Stimulus,2,1,1899.78,0
Stimulus,112,1,1901.88,0
Stimulus,2,1,1905.56,0
Stimulus,2,1,1909.504,0
Stimulus,2,1,1915.976,0
Stimulus,12,1,1915.978,0
Stimulus,33,1,1942.056,0
Stimulus,43,1,1953.172,0
Stimulus,103,1,1959.686,0
Stimulus,53,1,1972.808,0
Stimulus,103,1,1983.03,0
Stimulus,63,1,2000.336,0
Stimulus,23,1,2002.53,0
Stimulus,53,1,2007.738,0
Stimulus,143,1,2017.656,0
Stimulus,23,1,2019.32,0
Stimulus,153,1,2023.002,0
Stimulus,13,1,2023.002,0
Stimulus,33,1,2030.734,0
Stimulus,43,1,2035.488,0
Stimulus,103,1,2040.778,0
Stimulus,93,1,2044.502,0
Stimulus,23,1,2047.25,0
Stimulus,53,1,2055.96,0
Stimulus,103,1,2062.736,0
Stimulus,53,1,2070.708,0
Stimulus,163,1,2076.512,0
Stimulus,23,1,2079.068,0
Stimulus,153,1,2081.04,0
Stimulus,13,1,2081.042,0
Stimulus,33,1,2083.498,0
Stimulus,43,1,2084.888,0
Stimulus,103,1,2088.458,0
Stimulus,53,1,2092.568,0
Stimulus,103,1,2100.194,0
Stimulus,53,1,2107.888,0
Stimulus,163,1,2118.722,0
Stimulus,23,1,2121.372,0
Stimulus,153,1,2123.262,0
Stimulus,13,1,2123.262,0
Stimulus,33,1,2125.62,0
Stimulus,43,1,2128.164,0
Stimulus,103,1,2131.484,0
Stimulus,53,1,2135.038,0
Stimulus,103,1,2141.762,0
Stimulus,63,1,2146.984,0
Stimulus,23,1,2148.984,0
Stimulus,53,1,2151.442,0
Stimulus,153,1,2155.094,0
Stimulus,13,1,2155.096,0
Stimulus,33,1,2157.41,0
Stimulus,43,1,2157.508,0
Stimulus,103,1,2161.538,0
Stimulus,53,1,2168.442,0
Stimulus,113,1,2172.316,0
Stimulus,23,1,2174.858,0
Stimulus,113,1,2175.204,0
Stimulus,23,1,2177.94,0
Stimulus,103,1,2181.26,0
Stimulus,53,1,2190.982,0
Stimulus,153,1,2195.746,0
Stimulus,13,1,2195.748,0
Stimulus,33,1,2198.312,0
Stimulus,43,1,2198.828,0
Stimulus,113,1,2202.106,0
Stimulus,23,1,2204.384,0
Stimulus,113,1,2205.884,0
Stimulus,23,1,2208.078,0
Stimulus,103,1,2210.592,0
Stimulus,93,1,2212.772,0
Stimulus,23,1,2215.05,0
Stimulus,53,1,2217.87,0
Stimulus,103,1,2221.898,0
Stimulus,53,1,2228.814,0
Stimulus,153,1,2232.592,0
Stimulus,13,1,2232.592,0
Stimulus,33,1,2325.352,0
Stimulus,43,1,2328.048,0
