type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,30,1,430.094,0
Stimulus,40,1,525.232,0
Stimulus,60,1,575.37,0
Stimulus,20,1,592.078,0
Stimulus,50,1,604.988,0
Stimulus,150,1,631.73,0
Stimulus,100,1,701.02,0
Stimulus,50,1,709.256,0
Stimulus,150,1,718.214,0
Stimulus,10,1,718.216,0
Stimulus,30,1,724.516,0
Stimulus,40,1,743.574,0
Stimulus,60,1,749.212,0
Stimulus,20,1,754.086,0
Stimulus,50,1,756.504,0
Stimulus,150,1,763.144,0
Stimulus,100,1,768.824,0
Stimulus,50,1,774.018,0
Stimulus,120,1,796.49,0
Stimulus,20,1,805.892,0
Stimulus,150,1,810.934,0
Stimulus,10,1,810.934,0
Stimulus,30,1,814.738,0
Stimulus,40,1,820.392,0
Stimulus,50,1,823.072,0
Stimulus,150,1,830.072,0
Stimulus,100,1,834.406,0
Stimulus,50,1,839.098,0
Stimulus,120,1,843.406,0
Stimulus,20,1,847.544,0
Stimulus,150,1,852.002,0
Stimulus,10,1,852.002,0
Stimulus,30,1,855.182,0
Stimulus,40,1,860.114,0
Stimulus,50,1,862.792,0
Stimulus,160,1,866.696,0
Stimulus,20,1,870.03,0
Stimulus,150,1,871.724,0
Stimulus,100,1,893.64,0
Stimulus,50,1,901.168,0
Stimulus,150,1,904.306,0
Stimulus,10,1,904.306,0
Stimulus,30,1,907.332,0
Stimulus,40,1,909.432,0
Stimulus,60,1,912.138,0
Stimulus,20,1,915.696,0
Stimulus,50,1,917.348,0
Stimulus,150,1,923.056,0
Stimulus,110,1,929.026,0
Stimulus,20,1,932.292,0
Stimulus,100,1,934.014,0
Stimulus,50,1,936.984,0
Stimulus,150,1,940.026,0
Stimulus,10,1,940.028,0
Stimulus,30,1,942.902,0
Stimulus,40,1,949.708,0
Stimulus,50,1,952.79,0
Stimulus,150,1,956.666,0
Stimulus,100,1,961.068,0
Stimulus,50,1,963.374,0
Stimulus,150,1,968.652,0
Stimulus,10,1,968.652,0
Stimulus,30,1,1063.466,0
Stimulus,40,1,1068.58,0
Stimulus,0,1,1072.358,0
Stimulus,160,1,1077.176,0
Stimulus,110,1,1084.788,0
Stimulus,0,1,1087.342,0
Stimulus,0,1,1094.83,0
Stimulus,10,1,1094.832,0
Stimulus,200,1,1108.396,0
Stimulus,210,1,1123.48,0
Stimulus,34,1,1126.91,0
Stimulus,44,1,1154.994,0
Stimulus,104,1,1306.244,0
Stimulus,54,1,1319.38,0
Stimulus,154,1,1331.478,0
Stimulus,154,1,1347.63,0
Stimulus,54,1,1356.338,0
Stimulus,14,1,1356.338,0
Stimulus,34,1,1362.974,0
Stimulus,44,1,1366.768,0
Stimulus,104,1,1372.768,0
Stimulus,54,1,1380.558,0
Stimulus,154,1,1388.92,0
Stimulus,164,1,1398.016,0
Stimulus,24,1,1400.558,0
Stimulus,154,1,1403.224,0
Stimulus,114,1,1414.71,0
Stimulus,24,1,1418.64,0
Stimulus,54,1,1422.404,0
Stimulus,14,1,1422.406,0
Stimulus,34,1,1429.638,0
Stimulus,44,1,1433.572,0
Stimulus,104,1,1437.278,0
Stimulus,64,1,1442.64,0
Stimulus,24,1,1446.39,0
Stimulus,54,1,1448.084,0
Stimulus,154,1,1460.042,0
Stimulus,114,1,1473.278,0
Stimulus,24,1,1475.376,0
Stimulus,154,1,1481.154,0
Stimulus,54,1,1492.806,0
Stimulus,14,1,1492.808,0
Stimulus,34,1,1499.456,0
Stimulus,44,1,1502.222,0
Stimulus,104,1,1505.792,0
Stimulus,64,1,1510.236,0
Stimulus,24,1,1512.876,0
Stimulus,54,1,1514.654,0
Stimulus,154,1,1523.806,0
Stimulus,154,1,1528.68,0
Stimulus,54,1,1532.568,0
Stimulus,14,1,1532.57,0
Stimulus,34,1,1536.344,0
Stimulus,44,1,1540.416,0
Stimulus,104,1,1543.472,0
Stimulus,64,1,1547.778,0
Stimulus,24,1,1550.304,0
Stimulus,54,1,1552.208,0
Stimulus,154,1,1557.152,0
Stimulus,154,1,1560.444,0
Stimulus,54,1,1563.178,0
Stimulus,14,1,1563.178,0
Stimulus,34,1,1566.456,0
Stimulus,44,1,1569.11,0
Stimulus,104,1,1572.304,0
Stimulus,54,1,1575.124,0
Stimulus,154,1,1579.346,0
Stimulus,154,1,1583.458,0
Stimulus,54,1,1585.844,0
Stimulus,14,1,1585.846,0
Stimulus,34,1,1679.036,0
Stimulus,44,1,1685.302,0
Stimulus,4,1,1697.688,0
Stimulus,4,1,1701.314,0
Stimulus,164,1,1705.662,0
Stimulus,4,1,1710.008,0
Stimulus,4,1,1712.716,0
Stimulus,14,1,1712.72,0
Stimulus,200,1,1770.534,0
Stimulus,210,1,1785.66,0
Stimulus,33,1,1788.948,0
Stimulus,43,1,1795.59,0
Stimulus,63,1,1803.034,0
Stimulus,23,1,1805.534,0
Stimulus,53,1,1807.758,0
Stimulus,113,1,1819.88,0
Stimulus,23,1,1821.896,0
Stimulus,103,1,1832.228,0
Stimulus,53,1,1837.062,0
Stimulus,103,1,1844.256,0
Stimulus,163,1,1855.352,0
Stimulus,23,1,1857.868,0
Stimulus,153,1,1859.52,0
Stimulus,13,1,1859.52,0
Stimulus,33,1,1862.754,0
Stimulus,43,1,1866.714,0
Stimulus,53,1,1871.562,0
Stimulus,103,1,1876.658,0
Stimulus,53,1,1880.048,0
Stimulus,103,1,1885.436,0
Stimulus,163,1,1897.436,0
Stimulus,23,1,1899.588,0
Stimulus,153,1,1901.256,0
Stimulus,13,1,1901.256,0
Stimulus,33,1,1905.308,0
Stimulus,43,1,1905.978,0
Stimulus,53,1,1909.588,0
Stimulus,103,1,1914.782,0
Stimulus,53,1,1917.81,0
Stimulus,103,1,1920.964,0
Stimulus,153,1,1927.226,0
Stimulus,13,1,1927.228,0
Stimulus,33,1,1930.668,0
Stimulus,43,1,1934.086,0
Stimulus,53,1,1936.642,0
Stimulus,103,1,1943.602,0
Stimulus,53,1,1946.6,0
Stimulus,103,1,1949.572,0
Stimulus,153,1,1957.504,0
Stimulus,13,1,1957.506,0
Stimulus,33,1,1961.252,0
Stimulus,43,1,1962.196,0
Stimulus,63,1,1965.072,0
Stimulus,23,1,1967.712,0
Stimulus,53,1,1969.238,0
Stimulus,103,1,1975.058,0
Stimulus,53,1,1977.92,0
Stimulus,103,1,1980.752,0
Stimulus,153,1,1990.948,0
Stimulus,13,1,1990.95,0
Stimulus,33,1,1993.89,0
Stimulus,43,1,1994.696,0
Stimulus,53,1,1997.696,0
Stimulus,103,1,2003.724,0
Stimulus,53,1,2010.418,0
Stimulus,103,1,2013.058,0
Stimulus,153,1,2018.406,0
Stimulus,13,1,2018.406,0
Stimulus,33,1,2112.304,0
Stimulus,43,1,2136.18,0
Stimulus,3,1,2143.832,0
Stimulus,133,1,2151.262,0
Stimulus,73,1,2154.596,0
Stimulus,3,1,2157.512,0
Stimulus,3,1,2163.998,0
Stimulus,13,1,2164.0,0
Stimulus,200,1,2207.414,0
Stimulus,210,1,2222.51,0
Stimulus,36,1,2326.046,0
Stimulus,46,1,2342.326,0
Stimulus,116,1,2358.382,0
Stimulus,26,1,2363.742,0
Stimulus,116,1,2366.646,0
Stimulus,26,1,2368.826,0
Stimulus,116,1,2372.646,0
Stimulus,26,1,2375.492,0
Stimulus,116,1,2381.59,0
Stimulus,26,1,2383.758,0
Stimulus,116,1,2389.922,0
Stimulus,26,1,2392.604,0
Stimulus,106,1,2394.618,0
Stimulus,66,1,2410.672,0
Stimulus,26,1,2412.354,0
Stimulus,56,1,2414.632,0
Stimulus,106,1,2426.7,0
Stimulus,56,1,2440.2,0
Stimulus,156,1,2451.242,0
Stimulus,16,1,2451.242,0
Stimulus,36,1,2453.948,0
Stimulus,46,1,2476.894,0
Stimulus,116,1,2490.532,0
Stimulus,26,1,2492.018,0
Stimulus,106,1,2495.046,0
Stimulus,56,1,2512.254,0
Stimulus,106,1,2526.964,0
Stimulus,56,1,2541.92,0
Stimulus,156,1,2564.614,0
Stimulus,16,1,2564.616,0
Stimulus,36,1,2568.958,0
Stimulus,46,1,2574.628,0
Stimulus,166,1,2585.016,0
Stimulus,26,1,2587.266,0
Stimulus,106,1,2592.098,0
Stimulus,56,1,2605.988,0
Stimulus,116,1,2615.724,0
Stimulus,26,1,2618.736,0
Stimulus,106,1,2620.474,0
Stimulus,66,1,2640.514,0
Stimulus,26,1,2644.084,0
Stimulus,56,1,2645.528,0
Stimulus,156,1,2654.432,0
Stimulus,16,1,2654.432,0
Stimulus,36,1,2661.596,0
Stimulus,46,1,2666.32,0
Stimulus,116,1,2672.084,0
Stimulus,26,1,2673.584,0
Stimulus,116,1,2675.0,0
Stimulus,26,1,2677.082,0
Stimulus,106,1,2678.138,0
Stimulus,56,1,2687.904,0
Stimulus,106,1,2698.414,0
Stimulus,66,1,2709.166,0
Stimulus,26,1,2713.846,0
Stimulus,56,1,2715.818,0
Stimulus,156,1,2719.694,0
Stimulus,16,1,2719.694,0
Stimulus,36,1,2726.72,0
Stimulus,46,1,2731.332,0
Stimulus,106,1,2737.026,0
Stimulus,56,1,2750.178,0
Stimulus,106,1,2753.93,0
Stimulus,56,1,2759.512,0
Stimulus,156,1,2764.124,0
Stimulus,16,1,2764.124,0
Stimulus,36,1,2766.802,0
Stimulus,46,1,2767.178,0
Stimulus,106,1,2773.248,0
Stimulus,56,1,2779.414,0
Stimulus,106,1,2783.344,0
Stimulus,56,1,2787.984,0
Stimulus,156,1,2792.956,0
Stimulus,16,1,2792.956,0
Stimulus,36,1,2885.716,0
Stimulus,46,1,3073.088,0
Stimulus,6,1,3087.42,0
Stimulus,86,1,3098.156,0
Stimulus,6,1,3111.99,0
Stimulus,86,1,3125.418,0
Stimulus,166,1,3134.448,0
Stimulus,16,1,3134.45,0
Stimulus,200,1,3155.46,0
Stimulus,210,1,3170.598,0
